VISDATA
129
90 30  20 75 45 44 74 63 46 62 70 64 65 67 39 72 28 34 31 33 42 41 99 76 57 59 60 78 119 124 120 89 
91 0
92 0
93 0
94 0
95 30  45 20 75 74 44 63 46 62 70 64 65 67 72 28 34 39 42 33 31 41 99 76 57 59 60 78 119 124 120 109 
96 30  20 45 75 74 44 63 62 70 46 64 65 67 72 28 39 34 31 33 42 41 99 76 59 57 60 78 107 106 102 119 
97 30  45 20 75 74 44 46 63 62 70 64 65 67 72 34 28 39 33 42 31 41 99 76 57 59 60 78 119 124 109 96 
98 30  20 75 45 44 74 63 46 62 70 64 65 67 39 72 28 34 31 33 42 41 99 76 57 59 60 78 119 124 120 109 
99 30  107 106 102 97 20 75 45 95 74 90 98 44 65 64 70 104 67 96 62 89 63 42 41 85 34 87 118 109 120 33 
100 0
101 0
102 30  45 20 75 74 44 46 63 62 70 64 65 67 72 34 28 39 42 33 31 41 99 76 57 59 60 78 119 124 109 89 
103 0
104 30  20 75 45 44 74 63 62 46 70 64 65 67 39 72 28 31 34 33 42 41 76 99 57 59 60 78 119 107 124 106 
105 0
106 30  45 20 74 44 75 46 63 62 70 64 65 67 72 39 28 34 42 31 99 41 33 76 57 59 60 78 119 124 96 89 
107 30  45 20 74 44 75 46 63 62 70 64 65 67 72 28 39 34 42 99 31 41 33 76 57 59 60 78 119 124 89 96 
108 0
109 30  45 20 75 44 74 63 62 70 46 64 65 67 72 28 42 34 31 39 41 33 99 76 59 57 60 78 107 106 102 97 
110 0
111 0
112 0
113 0
114 0
115 0
116 0
117 0
118 30  45 20 75 44 74 46 63 70 67 62 65 28 64 34 42 31 33 41 39 72 99 76 59 57 60 78 107 119 106 102 
119 30  45 20 75 44 74 46 67 70 65 62 64 72 63 28 39 34 31 42 33 41 99 107 106 59 102 60 76 57 97 95 
120 30  45 20 75 44 74 46 63 70 67 62 65 64 28 34 42 72 31 33 39 41 99 76 59 57 60 78 107 106 102 119 
121 0
122 0
123 0
124 30  20 45 75 44 67 46 65 72 64 70 28 42 34 39 41 62 31 33 59 60 107 99 106 57 102 97 76 95 78 90 
125 0
126 0
127 0
128 0
